Province,Province Name En,Province Name Ne,District Id,District Code,District Name En,District Name Ne,GAPA Id,GAPA Code,GaPa Name En,GaPa Name Ne,Total Wards
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,10,20310,Shahidnagar Municipality,शहीदनगर नगरपालिका,9
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,11,20311,Kamala Municipality,कमला नगरपालिका,9
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,12,20312,Janak Nandini Gaunpalika,जनक नन्दिनी गाउँपालिका,6
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,13,20313,Bideha Municipality,बिदेह नगरपालिका,9
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,14,20314,Aurahi Gaunpalika,औरही गाउँपालिका,6
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,15,20315,Janakpurdham Sub-Metropolitian City,जनकपुरधाम उपमहानगरपालिका,25
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,16,20316,Dhanauji Gaunpalika,धनौजी गाउँपालिका,5
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,17,20317,Nagarain Municipality,नगराइन नगरपालिका,9
2,Province No. 2,प्रदेश २,17,203,Dhanusa,धनुषा,18,20318,Mukhiyapatti Musaharmiya Gaunpalika,मुखियापट्टी मुसहरमिया गाउँपालिका,6
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,1,20401,Bardibas Municipality,बर्दिबास नगरपालिका,14
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,2,20402,Gaushala Municipality,गौशाला नगरपालिका,12
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,3,20403,Sonama Gaunpalika,सोनमा गाउँपालिका,8
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,4,20404,Aurahi Municipality,औरही नगरपालिका,9
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,5,20405,Bhangaha Municipality,भँगाहा नगरपालिका,9
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,6,20406,Loharpatti Municipality,लोहरपट्टी नगरपालिका,9
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,7,20407,Balawa Municipality,बलवा नगरपालिका,11
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,8,20408,Ram Gopalpur Municipality,राम गोपालपुर नगरपालिका,9
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,9,20409,Samsi Gaunpalika,साम्सी गाउँपालिका,7
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,10,20410,Manara Shisawa Municipality,मनरा शिसवा नगरपालिका,10
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,11,20411,Ekadara Gaunpalika,एकडारा गाउँपालिका,6
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,12,20412,Mahottari Gaunpalika,महोत्तरी गाउँपालिका,6
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,13,20413,Pipara Gaunpalika,पिपरा गाउँपालिका,7
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,14,20414,Matihani Municipality,मटिहानी नगरपालिका,9
2,Province No. 2,प्रदेश २,18,204,Mahottari,महोत्तरी,15,20415,Jaleshwor Municipality,जलेश्वर नगरपालिका,12
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,1,20501,Lalbandi Municipality,लालबन्दी नगरपालिका,17
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,2,20502,Hariwan Municipality,हरिवन नगरपालिका,11
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,3,20503,Bagmati Municipality,बागमती नगरपालिका,12
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,4,20504,Barahathawa Municipality,बरहथवा नगरपालिका,18
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,5,20505,Haripur Municipality,हरिपुर नगरपालिका,9
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,6,20506,Ishworpur Municipality,ईश्वरपुर नगरपालिका,15
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,7,20507,Haripurwa Municipality,हरिपुर्वा नगरपालिका,9
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,8,20508,Parsa Gaunpalika,पर्सा गाउँपालिका,6
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,9,20509,Brahmapuri Gaunpalika,ब्रह्मपुरी गाउँपालिका,7
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,10,20510,Chandranagar Gaunpalika,चन्द्रनगर गाउँपालिका,7
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,11,20511,Kabilashi Municipality,कविलासी नगरपालिका,10
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,12,20512,Chakraghatta Gaunpalika,चक्रघट्टा गाउँपालिका,9
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,13,20513,Basbariya Gaunpalika,बसबरिया गाउँपालिका,6
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,14,20514,Dhanakaul Gaunpalika,धनकौल गाउँपालिका,7
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,15,20515,Ramnagar Gaunpalika,रामनगर गाउँपालिका,7
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,16,20516,Balara Municipality,बलरा नगरपालिका,11
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,17,20517,Godaita Municipality,गोडैटा नगरपालिका,12
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,18,20518,Bishnu Gaunpalika,विष्णु गाउँपालिका,8
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,19,20519,Kaudena Gaunpalika,कौडेना गाउँपालिका,7
2,Province No. 2,प्रदेश २,19,205,Sarlahi,सर्लाही,20,20520,Malangawa Municipality,मलंगवा नगरपालिका,12
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,1,20601,Chandrapur Municipality,चन्द्रपुर नगरपालिका,10
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,2,20602,Gujara Municipality,गुजरा नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,3,20603,Phatuwa Bijayapur Municipality,फतुवा बिजयपुर नगरपालिका,11
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,4,20604,Katahariya Municipality,कटहरिया नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,5,20605,Brindaban Municipality,बृन्दावन नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,6,20606,Gadhimai Municipality,गढीमाई नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,7,20607,Madhav Narayan Municipality,माधव नारायण नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,8,20608,Garuda Municipality,गरुडा नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,9,20609,Dewahi Gonahi Municipality,देवाही गोनाही नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,10,20610,Maulapur Municipality,मौलापुर नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,11,20611,Boudhimai Municipality,बौधीमाई नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,12,20612,Paroha Municipality,परोहा नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,13,20613,Rajpur Municipality,राजपुर नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,14,20614,Yamunamai Gaunpalika,यमुनामाई गाउँपालिका,5
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,15,20615,Durga Bhagawati Gaunpalika,दुर्गा भगवती गाउँपालिका,5
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,16,20616,Rajdevi Municipality,राजदेवी नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,17,20617,Gaur Municipality,गौर नगरपालिका,9
2,Province No. 2,प्रदेश २,20,206,Rautahat,रौतहट,18,20618,Ishanath Municipality,ईशनाथ नगरपालिका,9
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,1,20701,Nijagadh Municipality,निजगढ नगरपालिका,13
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,2,20702,Kolhabi Municipality,कोल्हवी नगरपालिका,11
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,3,20703,Jitpur Simara Sub-Metropolitian City,जीतपुर सिमरा उपमहानगरपालिका,24
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,4,20704,Parawanipur Gaunpalika,परवानीपुर गाउँपालिका,5
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,5,20705,Prasauni Gaunpalika,प्रसौनी गाउँपालिका,7
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,6,20706,Bishrampur Gaunpalika,विश्रामपुर गाउँपालिका,5
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,7,20707,Pheta Gaunpalika,फेटा गाउँपालिका,7
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,8,20708,Kalaiya Sub-Metropolitian City,कलैया उपमहानगरपालिका,27
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,9,20709,Karaiyamai Gaunpalika,करैयामाई गाउँपालिका,8
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,10,20710,Baragadhi Gaunpalika,बारागढी गाउँपालिका,6
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,11,20711,Aadarsha Kotwal Gaunpalika,आदर्श कोटवाल गाउँपालिका,8
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,12,20712,Simroungadh Municipality,सिम्रौनगढ नगरपालिका,11
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,13,20713,Pacharauta Municipality,पचरौता नगरपालिका,9
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,14,20714,Mahagadhimai Municipality,महागढीमाई नगरपालिका,11
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,15,20715,Devtal Gaunpalika,देवताल गाउँपालिका,7
2,Province No. 2,प्रदेश २,21,207,Bara,बारा,16,20716,Subarna Gaunpalika,सुवर्ण गाउँपालिका,8
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,1,20801,Thori Gaunpalika,ठोरी (सुवर्णपुर) गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,2,20802,Jirabhawani Gaunpalika,जिराभवानी गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,3,20803,Jagarnathpur Gaunpalika,जगरनाथपुर गाउँपालिका,6
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,4,20804,Paterwa Sugauli Gaunpalika,पटेर्वा सुगौली गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,5,20805,Sakhuwa Prasauni Gaunpalika,सखुवा प्रसौनी गाउँपालिका,6
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,6,20806,Parsagadhi Municipality,पर्सागढी नगरपालिका,9
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,7,20807,Birgunj Metropolitian City,बिरगन्ज महानगरपालिका,32
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,8,20808,Bahudarmai Municipality,बहुदरमाई नगरपालिका,9
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,9,20809,Pokhariya Municipality,पोखरिया नगरपालिका,10
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,10,20810,Kalikamai Gaunpalika,कालिकामाई गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,11,20811,Dhobini Gaunpalika,धोबीनी गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,12,20812,Chhipaharmai Gaunpalika,छिपहरमाई गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,13,20813,Pakaha Mainpur Gaunpalika,पकाहा मैनपुर गाउँपालिका,5
2,Province No. 2,प्रदेश २,22,208,Parsa,पर्सा,14,20814,Bindabasini Gaunpalika,बिन्दबासिनी गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,1,30101,Gaurishankar Gaunpalika,गौरिशंकर गाउँपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,2,30102,Bigu Gaunpalika,बिगु गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,3,30103,Kalinchowk Gaunpalika,कालिन्चोक गाउँपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,4,30104,Baiteshwor Gaunpalika,बैतेश्वर गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,5,30105,Jiri Municipality,जिरी नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,6,30106,Tamakoshi Gaunpalika,तामाकोशी गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,7,30107,Melung Gaunpalika,मेलुङ्ग गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,8,30108,Shailung Gaunpalika,शैलुड० गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,23,301,Dolakha,दोलखा,9,30109,Bhimeshwor Municipality,भिमेश्वर नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,1,30201,Bhotekoshi Gaunpalika,भोटेकोशी गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,2,30202,Jugal Gaunpalika,जुगल गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,3,30203,Panchpokhari Thangpal Gaunpalika,पाँचपोखरी थाड०पाल गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,4,30204,Helambu Gaunpalika,हेलम्बु गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,5,30205,Melanchi Municipality,मेलम्ची नगरपालिका,13
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,6,30206,Indrawoti Gaunpalika,ईन्द्रावती गाउँपालिका,12
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,7,30207,Choutara Sangachowkgadhi Municipality,चौतारा साँगाचोकगढी नगरपालिका,14
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,8,30208,Balephi Gaunpalika,बलेफी गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,9,30209,Bahrabise Municipality,बाह्रबिसे नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,10,30210,Tripurasundari Gaunpalika,त्रिपुरासुन्दरी गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,11,30211,Lisankhu Pakhar Gaunpalika,लिसंखु पाखर गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,24,302,Sindhupalchok,सिन्धुपाल्चोक,12,30212,Sunkoshi Gaunpalika,सुनकोशी गाउँपालिका ,7
3,Bagmati Pradesh,वाग्मती प्रदेश,25,303,Rasuwa,रसुवा,1,30301,Gosaikunda Gaunpalika,गोसाईकुण्ड गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,25,303,Rasuwa,रसुवा,2,30302,Aamachhodingmo Gaunpalika,आमाछोदिङमो गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,25,303,Rasuwa,रसुवा,3,30303,Uttargaya Gaunpalika,उत्तरगया गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,25,303,Rasuwa,रसुवा,4,30304,Shuva Kalika Gaunpalika,शुभ कालीका गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,25,303,Rasuwa,रसुवा,5,30305,Naukunda Gaunpalika,नौकुण्ड गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,1,30401,Rubi Valley Gaunpalika,रुबी भ्याली गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,2,30402,Khaniyabas Gaunpalika,खनियाबास गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,3,30403,Ganga Jamuna Gaunpalika,गंङ्गा जमुना गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,4,30404,Tripurasundari Gaunpalika,त्रिपुरासुन्दरी गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,5,30405,Netrawati Dabjong Gaunpalika,नेत्रावती डबजोङ गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,6,30406,Nilkhantha Municipality,नीलकण्ठ नगरपालिका,14
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,7,30407,Jwalamukhi Gaunpalika,ज्वालामुखी गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,8,30408,Siddhalek Gaunpalika,सिद्धलेक गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,9,30409,Benighat Rorang Gaunpalika,बेनीघाट रोराङ्ग गाउँपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,10,30410,Gajuri Gaunpalika,गजुरी गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,11,30411,Galchhi Gaunpalika,गल्छी गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,12,30412,Thakre Gaunpalika,थाक्रे गाउँपालिका,11
3,Bagmati Pradesh,वाग्मती प्रदेश,26,304,Dhading,धादिङ,13,30413,Dhunibenshi Municipality,धुनीबेंशी नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,1,30501,Dupcheshwor Gaunpalika,दुप्चेश्वर गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,2,30502,Tadi Gaunpalika,तादी गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,3,30503,Suryagadhi Gaunpalika,सुर्यगढी गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,4,30504,Bidur Municipality,बिदुर नगरपालिका,13
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,5,30505,Kispang Gaunpalika,किस्पाङ्ग गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,6,30506,Myagang Gaunpalika,म्यगङ गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,7,30507,Tarakeshwor Gaunpalika,तारकेश्वर गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,8,30508,Belkotgadhi Municipality,बेलकोटगढी नगरपालिका,13
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,9,30509,Likhu Gaunpalika,लिखु गाउँपालिका ,6
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,10,30510,Panchakanya Gaunpalika,पन्चकन्या गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,11,30511,Shivapuri Gaunpalika,शिवपुरी गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,27,305,Nuwakot,नुवाकोट,12,30512,Kakani Gaunpalika,ककनी गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,1,30601,Shankharapur Municipality,शंङ्खरापुर नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,2,30602,Kageshwori Manahara Municipality,कागेश्वरी मनहरा नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,3,30603,Gokarneshwor Municipality,गोकर्णेश्वर नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,4,30604,Budhanilkhantha Municipality,बुढानिलकण्ठ नगरपालिका,13
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,5,30605,Tokha Municipality,टोखा नगरपालिका,11
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,6,30606,Tarakeshwor Municipality,तारकेश्वर नगरपालिका,11
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,7,30607,Nagarjun Municipality,नागार्जुन नगरपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,8,30608,Kathmandu Metropolitian City,काठमाण्डौ महानगरपालिका,32
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,9,30609,Kirtipur Municipality,किर्तिपुर नगरपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,10,30610,Chandragiri Municipality,चन्द्रागिरी नगरपालिका,15
3,Bagmati Pradesh,वाग्मती प्रदेश,28,306,Kathmandu,काठमाडौँ,11,30611,Dakshinkali Municipality,दक्षिणकाली नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,29,307,Bhaktapur,भक्तपुर,1,30701,Changunarayan Municipality,चाँगुनारायण नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,29,307,Bhaktapur,भक्तपुर,2,30702,Bhaktapur Municipality,भक्तपुर नगरपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,29,307,Bhaktapur,भक्तपुर,3,30703,Madhyapur Thimi Municipality,मध्यपुर थिमी नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,29,307,Bhaktapur,भक्तपुर,4,30704,Suryabinayak Municipality,सूर्यविनायक नगरपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,30,308,Lalitpur,ललितपुर,1,30801,Mahalaxmi Municipality,महालक्ष्मी नगरपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,30,308,Lalitpur,ललितपुर,2,30802,Lalitpur Metropolitian City,ललितपुर महानगरपालिका,29
3,Bagmati Pradesh,वाग्मती प्रदेश,30,308,Lalitpur,ललितपुर,3,30803,Godawari Municipality,गोदावरी नगरपालिका,14
3,Bagmati Pradesh,वाग्मती प्रदेश,30,308,Lalitpur,ललितपुर,4,30804,Konjyosom Gaunpalika,कोन्ज्योसोम गाउँपालिका,5
3,Bagmati Pradesh,वाग्मती प्रदेश,30,308,Lalitpur,ललितपुर,5,30805,Mahankal Gaunpalika,महाङ्काल गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,30,308,Lalitpur,ललितपुर,6,30806,Bagmati Gaunpalika,बाग्मती गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,1,30901,Chauri Deurali Gaunpalika,चौरीदेउराली गाउँपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,2,30902,Bhumlu Gaunpalika,भुम्लु गाउँपालिका,10
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,3,30903,Mandan Deupur Municipality,मण्डन देउपुर नगरपालिका,12
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,4,30904,Banepa Municipality,बनेपा नगरपालिका,14
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,5,30905,Dhulikhel Municipality,धुलिखेल नगरपालिका,12
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,6,30906,Panchkhal Municipality,पाँचखाल नगरपालिका,13
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,7,30907,Temal Gaunpalika,तेमाल गाउँपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,8,30908,Namobuddha Municipality,नमोबुद्ध नगरपालिका,11
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,9,30909,Panauti Municipality,पनौती नगरपालिका,12
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,10,30910,Bethanchowk Gaunpalika,बेथानचोक गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,11,30911,Roshi Gaunpalika,रोशी गाउँपालिका,12
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,12,30912,Mahabharat Gaunpalika,महाभारत गाउँपालिका,8
3,Bagmati Pradesh,वाग्मती प्रदेश,31,309,Kavrepalanchok,काभ्रेपलाञ्चोक,13,30913,Khanikhola Gaunpalika,खानीखोला गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,32,310,Ramechhap,रामेछाप,1,31001,Umakunda Gaunpalika,उमाकुण्ड गाउँपालिका,7
3,Bagmati Pradesh,वाग्मती प्रदेश,32,310,Ramechhap,रामेछाप,2,31002,Gokulganga Gaunpalika,गोकुलगङ्गा गाउँपालिका,6
3,Bagmati Pradesh,वाग्मती प्रदेश,32,310,Ramechhap,रामेछाप,3,31003,Likhu Tamakoshi Gaunpalika,लिखु तामाकोशी गाउँपालिका ,7
3,Bagmati Pradesh,वाग्मती प्रदेश,32,310,Ramechhap,रामेछाप,4,31004,Ramechhap Municipality,रामेछाप नगरपालिका,9
3,Bagmati Pradesh,वाग्मती प्रदेश,32,310,Ramechhap,रामेछाप,5,31005,Manthali  Municipality,मन्थली नगरपालिका,14
3,Bagmati Pradesh,वाग्मती प्रदेश,32,310,Ramechhap,रामेछाप,6,31006,Khandadevi Gaunpalika,खाँडादेवी गाउँपालिका,9
